Date,Open,High,Low,Close,Volume
2020-10-10,0.02,0.15,0.02,0.05161,482642027.3
2020-10-11,0.05161,0.05171,0.04229,0.04367,94100682.2
2020-10-12,0.04368,0.04967,0.04255,0.04298,52595615.5
2020-10-13,0.04267,0.04735,0.042,0.04302,42527729.2
2020-10-14,0.04302,0.04564,0.0416,0.04355,25326846.9
2020-10-15,0.04354,0.04358,0.03751,0.03806,21324134.9
2020-10-16,0.03807,0.03868,0.0332,0.03376,34067828.8
2020-10-17,0.03397,0.0471,0.03357,0.03872,122512776.8
2020-10-18,0.03872,0.04057,0.03651,0.03751,40805800.5
2020-10-19,0.03751,0.03768,0.03,0.03269,30962838.9
2020-10-20,0.03269,0.03308,0.02897,0.0312,28826609.5
2020-10-21,0.03106,0.0358,0.0291,0.03136,46106327.5
2020-10-22,0.0314,0.03547,0.03089,0.03193,46095707.1
2020-10-23,0.03201,0.03444,0.03056,0.03215,18717821.4
2020-10-24,0.03213,0.0356,0.03123,0.03189,18504886.1
2020-10-25,0.03209,0.0355,0.03171,0.03429,17016353.8
2020-10-26,0.03438,0.03892,0.03174,0.03242,48765722.0
2020-10-27,0.03244,0.0342,0.0305,0.03109,15416287.2
2020-10-28,0.03109,0.03134,0.02822,0.02878,10742208.9
2020-10-29,0.02869,0.035,0.02703,0.031,40526096.1
2020-10-30,0.03091,0.03099,0.024,0.02941,14858386.0
2020-10-31,0.02921,0.0297,0.02811,0.02848,4638149.4
2020-11-01,0.02891,0.02954,0.02836,0.02902,3846327.9
2020-11-02,0.02906,0.0305,0.0281,0.0281,6694471.8
2020-11-03,0.02819,0.02857,0.02569,0.02763,8188138.6
2020-11-04,0.02779,0.0301,0.02699,0.02823,15128630.7
2020-11-05,0.02846,0.0336,0.02832,0.0306,25101111.4
2020-11-06,0.03052,0.03918,0.03,0.03749,28924194.8
2020-11-07,0.03777,0.04764,0.0361,0.03925,36193117.7
2020-11-08,0.03925,0.05555,0.03686,0.05061,73021192.9
2020-11-09,0.05061,0.058,0.0416,0.04804,56241312.9
2020-11-10,0.04788,0.05579,0.04702,0.05266,33008690.1
2020-11-11,0.05268,0.06985,0.04973,0.05643,54533408.6
2020-11-12,0.0562,0.08001,0.055,0.06613,92779369.5
2020-11-13,0.0664,0.092,0.06386,0.0864,56917655.5
2020-11-14,0.08677,0.105,0.08215,0.09355,87433073.9
2020-11-15,0.09354,0.15003,0.09102,0.14201,115145440.3
2020-11-16,0.14201,0.191,0.12261,0.14722,174538294.0
2020-11-17,0.14722,0.14989,0.1095,0.1239,123779590.5
2020-11-18,0.1239,0.174,0.096,0.14711,186828678.7
2020-11-19,0.14731,0.175,0.132,0.139,129793788.6
2020-11-20,0.13967,0.15759,0.1382,0.14272,48088941.8
2020-11-21,0.14272,0.16834,0.13791,0.15737,51943098.2
2020-11-22,0.15681,0.21,0.152,0.19595,81096993.8
2020-11-23,0.19596,0.227,0.18102,0.19185,71215706.0
